clasificacion;precio_actual;sugerido_x1000;disponibilidad;sku_o_id;slug;nombre
decimales;97,58;97.580;out_of_stock;172a53e7-880a-47a0-9ed0-2f81e9d63241;morral-targus-notebook-15-6-in;"MORRAL TARGUS PARA NOTEBOOK 15,6"" - INTELLECT ADVANCED"
decimales;97,58;97.580;out_of_stock;6569efaf-1e15-4980-b89e-21787cea8b01;memoria-usb-adata-uv240-2-0-64-2;MEMORIA USB ADATA UV240 2,0 - 64GB - BLANCO Y AZUL
decimales;98,77;98.770;out_of_stock;47a9ef08-b5ad-414b-a50f-ddfb5b7be6be;mouse-logitech-pebble-m350-ina;MOUSE LOGITECH PEBBLE M350 - INALAMBRICO - BLUETOOTH - SILENCIOSO - BLANCO - TECNOLOGIA SILENT TOUCH - COMPACTO
decimales;98,77;98.770;out_of_stock;7f656cf9-5246-423b-9878-c2dabd82f3e1;mouse-logitech-pebble-m350-ina-2;MOUSE LOGITECH PEBBLE M350 - INALAMBRICO - BLUETOOTH - SILENCIOSO - GRAFITO - TECNOLOGIA SILENT TOUCH - COMPACTO
decimales;98,77;98.770;out_of_stock;e1e0599c-1ffb-4771-b295-4174c7669249;memoria-usb-kingston-datatrave-9;MEMORIA USB KINGSTON DATATRAVELER 3.2 DTX EXODIA ONYX - 128GB - NEGRA
decimales;98,77;98.770;out_of_stock;724259e8-8571-4298-8141-0b6e52abdb40;memoria-usb-kingston-datatrave-10;MEMORIA USB KINGSTON DATATRAVELER 3.2 DTX EXODIA S - 128GB - TAPA GIRATORIA - NEGRA CON TURQUESA
decimales;98,77;98.770;out_of_stock;7385e06a-8454-4d5c-9f6e-433e1a8849b2;mouse-logitech-pebble-m350-ina-4;MOUSE LOGITECH PEBBLE M350 - INALAMBRICO - BLUETOOTH - SILENCIOSO - BLANCO - TECNOLOGIA SILENT TOUCH - COMPACTO
decimales;98,77;98.770;out_of_stock;ff7374d7-14c5-46b9-bc7d-96cdb57dbddc;mouse-logitech-pebble-m350-ina-5;MOUSE LOGITECH PEBBLE M350 - INALAMBRICO - BLUETOOTH - SILENCIOSO - GRAFITO - TECNOLOGIA SILENT TOUCH - COMPACTO
decimales;109,48;109.480;out_of_stock;47e8233e-bb6a-4aff-a21f-c227cef8e36f;combo-teclado-mouse-logitech-m-6;COMBO TECLADO Y MOUSE LOGITECH MK295 - INALAMBRICO - NEGRO - INCLUYE SILENT TOUCH
decimales;109,48;109.480;out_of_stock;f351883e-d481-4d31-942d-18be22a1618c;power-bank-adata-r050-carga-ra;POWER BANK ADATA R050 - CARGA RAPIDA - 5000MAH CARGA INALAMBRICA MAGNETICA - NEGRA
decimales;109,48;109.480;out_of_stock;54649182-070d-4396-aadc-2af61d6c66f2;router-tp-link-archer-c24-dual;ROUTER TP-LINK ARCHER C24 - DUAL BAND - AC750 - 4 ANTENAS
decimales;109,48;109.480;out_of_stock;49b8d7fa-7628-45bf-9161-669b7d201dfc;router-tp-link-archer-c24-dual-2;ROUTER TP-LINK ARCHER C24 - DUAL BAND - AC750 - 4 ANTENAS
decimales;136,85;136.850;out_of_stock;4b7c6f9d-7a21-47ae-8afa-b11e135911d0;diadema-logitech-h390-usb-con;DIADEMA LOGITECH H390 - USB - CON MICROFONO - PERMITE CONTROLAR EL VOLUMEN
decimales;136,85;136.850;out_of_stock;3caf2013-5e71-4789-9112-f426e76323dc;router-tp-link-archer-ax12-dua;ROUTER TP-LINK ARCHER AX12 - DUAL BAND - AX1500 - 4 ANTENAS - WIFI 6
decimales;136,85;136.850;out_of_stock;65234eaa-0e3d-43a4-b9cb-e39e638a04dd;diadema-logitech-h390-usb-con-3;DIADEMA LOGITECH H390 - USB - CON MICROFONO - PERMITE CONTROLAR EL VOLUMEN
decimales;136,85;136.850;out_of_stock;f26e6b55-a71d-4361-905d-3f49eee6f7ec;router-tp-link-archer-ax12-dua-2;ROUTER TP-LINK ARCHER AX12 - DUAL BAND - AX1500 - 4 ANTENAS - WIFI 6
decimales;138,04;138.040;out_of_stock;4238b138-418b-4457-83fd-1a5335c7919e;combo-teclado-mouse-logitech-m-7;COMBO TECLADO Y MOUSE LOGITECH MK345 - INALAMBRICO - NEGRO
decimales;138,04;138.040;out_of_stock;1abb0812-5e4d-419d-ad35-f0c767f0548c;router-tp-link-archer-c50-dual;ROUTER TP-LINK ARCHER C50 - DUAL BAND - AC1200 - 4 ANTENAS
decimales;138,04;138.040;out_of_stock;ed3aa3d8-ef94-46d0-be73-3ce55949ad41;router-tp-link-archer-c50-dual-2;ROUTER TP-LINK ARCHER C50 - DUAL BAND - AC1200 - 4 ANTENAS
decimales;153,39;153.390;out_of_stock;277569b1-a9cb-4f5e-b3aa-be5d5be99a2c;diadema-logitech-h390-usb-con-2;DIADEMA LOGITECH H390 - USB - CON MICROFONO - PERMITE CONTROLAR EL VOLUMEN - ROSA
decimales;153,39;153.390;out_of_stock;c87dd546-5b35-4deb-bb8c-c86541ba8b2d;router-tp-link-archer-c80-dual;ROUTER TP-LINK ARCHER C80 - DUAL BAND - AC1900 - 4 ANTENAS
decimales;153,39;153.390;out_of_stock;b50f0bde-9e0a-4954-8ea8-8d89a2ecf280;router-tp-link-archer-c80-dual-2;ROUTER TP-LINK ARCHER C80 - DUAL BAND - AC1900 - 4 ANTENAS
decimales;154,70;154.700;out_of_stock;b997d5f6-43bf-462d-a1ba-ab57af08a188;power-bank-adata-r0100-carga-r;POWER BANK ADATA R0100 - CARGA RAPIDA - 10000MAH CARGA INALAMBRICA MAGNETICA - CON SOPORTE PLEGABLE - NEGRA
decimales;160,65;160.650;out_of_stock;7b20d976-b4dc-472b-a017-95faaa65e658;disco-estado-solido-adata-lege-2;DISCO DE ESTADO SOLIDO ADATA LEGEND 700 - 512GB - M.2 PCI NVME 3X4 - 2280 - 2000MB/S - 1600MB/S
decimales;168,09;168.090;out_of_stock;75304ed8-ef8f-4267-9cd6-f63d7bfa2121;bateria-lenovo-thinkpad-70-6-c;BATERIA LENOVO THINKPAD 70 + - 6 CELDAS DE IONES DE LITIO - 57 WH
decimales;168,09;168.090;out_of_stock;9e0cb541-f06f-4ce7-a80a-346f45182ad8;300mbps;300MBPS
decimales;178,50;178.500;out_of_stock;3efcbc51-3d08-4cce-a228-ac8e6f25b96c;ups-cdp-r-upr508-500va-250w-8;UPS CDP R-UPR508 - 500VA - 250W - 8 SALIDAS (4 REGULADAS CON RESPALDO + 4 CON SUPRESION DE PICOS)
decimales;178,50;178.500;out_of_stock;fadabbc1-8627-4461-959b-c65bb39a4e64;adaptador-inalambrico-mercusys-2;ADAPTADOR INALAMBRICO MERCUSYS MW300UM - NANO USB - 300MBPS
decimales;189,21;189.210;out_of_stock;b9868cd3-9ca7-4685-8813-972cf94e3d6e;parlante-logitech-z313-altavoc;PARLANTE LOGITECH Z313 - DE ALTAVOCES COMPACTOS 2,1 - SUBWOOFER 25W (1 SUBWOOFER X 15W / 2 SATELITE X 10W) - NEGRO
decimales;193,38;193.380;out_of_stock;d0e4b868-064f-40f5-ab96-ac7481bce766;disco-estado-solido-adata-lege-3;DISCO DE ESTADO SOLIDO ADATA LEGEND 700 - 1 TERA - M.2 PCI NVME 3X4 - 2280 - 2000MB/S - 1600MB/S
decimales;196,35;196.350;out_of_stock;98265a5e-f818-498d-aaeb-e8349ae163f1;adaptador-red-tp-link-ue200-us;ADAPTADOR DE RED TP LINK UE200 USB 2,0 A ETHERNET RJ45 100MBPS - BLANCO
decimales;211,82;211.820;out_of_stock;c24b4f3b-a370-440d-9b90-db85d30dcec8;ups-cdp-r-upr758-750va-300w-8;UPS CDP R-UPR758 - 750VA - 300W - 8 SALIDAS (4 REGULADAS CON RESPALDO + 4 CON SUPRESION DE PICOS)
decimales;211,82;211.820;out_of_stock;7d46694f-0f77-4401-b78c-200a879b9723;adaptador-inalambrico-nano-tp;ADAPTADOR INALAMBRICO NANO TP-LINK TL-WN725N USB 150MBPS
decimales;212,50;212.500;out_of_stock;d6c1b08b-e9e9-453d-895a-a38f55bba157;huawei-band-7-resiste-al-agua;HUAWEI BAND 7 - RESISTE AL AGUA - OXIMETRO - 96 MODOS DE ENTRENAMIENTO - NEGRO
decimales;212,50;212.500;out_of_stock;fcd147b7-4372-4354-9fc1-5f2d36afa83a;huawei-band-7-resiste-al-agua-2;HUAWEI BAND 7 - RESISTE AL AGUA - OXIMETRO - 96 MODOS DE ENTRENAMIENTO - VERDE
decimales;220,15;220.150;out_of_stock;5df60627-11d6-418c-8d8e-9641d9ebce1a;mouse-logitech-m575-ergonomico;MOUSE LOGITECH M575 - ERGONOMICO - TRACKBALL INALAMBRICO - USB - NEGRO
decimales;220,15;220.150;out_of_stock;eb1d8380-7f97-43ca-9deb-a80010811bd2;memoria-usb-kingston-datatrave-7;MEMORIA USB KINGSTON DATATRAVELER 3.2 DTX EXODIA- 128GB - NEGRA
decimales;220,15;220.150;out_of_stock;8c892694-8d5a-4d77-9cb8-b525af669d86;mouse-logitech-m575-ergonomico-2;MOUSE LOGITECH M575 - ERGONOMICO - TRACKBALL INALAMBRICO - USB - NEGRO
decimales;257,55;257.550;out_of_stock;1062967;back-ups-interactiva-monofasic;Back UPS interactiva monofasica APC CP12036LI, 12Vdc 36W
decimales;297,50;297.500;out_of_stock;e2e37eb5-feaf-4e99-bb86-74bb1d5911b6;monitor-dahua-22-lm22-b200s-hd;"MONITOR DAHUA 22"" - LM22-B200S - HDMI - VGA - FHD - 100HZ - 5MS - ALTAVOCES INCORPORADOS 1W (X2) (36 MESES DE GARANTIA)"
decimales;297,50;297.500;out_of_stock;de194017-81a6-4ecc-be98-cce3a5e38a3a;memoria-usb-adata-c008-2-0-32g;MEMORIA USB ADATA C008 2,0 - 32GB - BLANCA - RETRACTIL
decimales;311,78;311.780;out_of_stock;2bf82836-6ea2-4f81-bd50-4d153f4abe8d;camara-web-logitech-brio-300-f;CAMARA WEB LOGITECH BRIO 300 - FHD 1080P - 2MP -CAMPO VISUAL 70¬∞ - MICROFONO MONO - USB-C - BLANCA
decimales;311,78;311.780;out_of_stock;e25dfe2a-0485-49c2-82e5-f1e34c57c66e;camara-web-logitech-brio-300-f-2;CAMARA WEB LOGITECH BRIO 300 - FHD 1080P - 2MP -CAMPO VISUAL 70¬∞ - MICROFONO MONO - USB-C - ROSA
decimales;311,78;311.780;out_of_stock;9acf510b-d3e4-435f-b9f4-9984eaa8f920;extensor-rango-wifi-mercusys-m;EXTENSOR DE RANGO WIFI MERCUSYS - MW300RE - 300MBPS
decimales;311,78;311.780;out_of_stock;489d9a0a-576f-40fb-b71d-796fdace954f;extensor-rango-inalambrico-tp;EXTENSOR DE RANGO INALAMBRICO TP-LINK TL-WA850RE 300 MBPS
decimales;311,78;311.780;out_of_stock;80a3654e-d812-423a-8e84-e202fbabeca8;extensor-rango-wifi-mercusys-m-2;EXTENSOR DE RANGO WIFI MERCUSYS - MW300RE - 300MBPS
decimales;311,78;311.780;out_of_stock;0d826e40-d184-4085-96a4-9f71767d4c6b;extensor-rango-inalambrico-tp-3;EXTENSOR DE RANGO INALAMBRICO TP-LINK TL-WA850RE 300 MBPS
decimales;341,60;341.600;out_of_stock;4d736d08-3763-4b78-be9f-d32cac59dbff;mouse-logitech-lift-vertical-e;MOUSE LOGITECH LIFT VERTICAL - ERGONOMICO - INALAMBRICO - BLUETOOTH - 6 BOTONES - USB - BLANCO
decimales;341,60;341.600;out_of_stock;4a901ba4-4d35-484f-aeb8-dd7f570aeb36;mouse-logitech-lift-vertical-e-2;MOUSE LOGITECH LIFT VERTICAL - ERGONOMICO - INALAMBRICO - BLUETOOTH - 6 BOTONES - USB - ROSA
decimales;341,60;341.600;out_of_stock;21c7dab3-369c-49ba-8acb-15ca633f1bd2;memoria-micro-sd-adata-128gb-c;MEMORIA MICRO SD ADATA 128GB CLASE 10
decimales;341,60;341.600;out_of_stock;4ee02872-1350-4e8b-9dcb-6857fafa69ca;memoria-usb-adata-uv350-3-2-12;MEMORIA USB ADATA UV350 3,2 - 128GB - SILVER - METALICA
decimales;341,60;341.600;out_of_stock;57e16e64-c0a7-48ac-8256-ca39e13828af;memoria-usb-kingston-datatrave;MEMORIA USB KINGSTON DATATRAVELER 3.2 DTX EXODIA- 64GB - NEGRA
decimales;341,60;341.600;out_of_stock;a0435e23-a517-4cbb-81e1-610da7b3bfa5;logitech-lift-vertical-ergonom;LOGITECH LIFT VERTICAL - ERGONOMICO - INALAMBRICO - BLUETOOTH - 6 BOTONES - USB - GRAFITO
decimales;341,60;341.600;out_of_stock;4cd2b7ba-7a47-45f2-a402-a799d5f56f97;mouse-logitech-lift-vertical-e-3;MOUSE LOGITECH LIFT VERTICAL - ERGONOMICO - INALAMBRICO - BLUETOOTH - 6 BOTONES - USB - BLANCO
decimales;341,60;341.600;out_of_stock;c5bf3a9f-55ec-41b7-a5ac-f26174e810e7;mouse-logitech-lift-vertical-e-4;MOUSE LOGITECH LIFT VERTICAL - ERGONOMICO - INALAMBRICO - BLUETOOTH - 6 BOTONES - USB - ROSA
decimales;348,67;348.670;out_of_stock;5b01983f-60f9-4730-a105-4af18b3931ab;extensor-rango-inalambrico-tp-2;EXTENSOR DE RANGO INALAMBRICO TP-LINK TL-WA855RE 300 MBPS - 2 ANTENAS EXTERNAS
decimales;348,67;348.670;out_of_stock;ec337173-56da-4e72-aac3-09e7315dc131;camara-web-logitech-c920s-pro;CAMARA WEB LOGITECH C920S PRO - FHD 1080P - 3MP - CAMPO VISUAL 78¬∞ - MICROFONO ESTEREO - USB-A - NEGRA - CON CLIP Y OBTURADOR
decimales;348,67;348.670;out_of_stock;e9292ff8-e06c-43d5-98fe-53b88f261b96;extensor-rango-inalambrico-tp-4;EXTENSOR DE RANGO INALAMBRICO TP-LINK TL-WA855RE 300 MBPS - 2 ANTENAS EXTERNAS
decimales;379,31;379.310;out_of_stock;a22811df-13d3-4759-9c46-ec6967296a75;adaptador-red-tp-link-ue300-us;ADAPTADOR DE RED TP LINK UE300 USB 3,0 A ETHERNET RJ45 GIGABIT - BLANCO
decimales;389,13;389.130;out_of_stock;880e92ce-8c61-421f-ac2e-d9bf191b7668;monitor-dahua-24-lm24-b201s-hd;"MONITOR DAHUA 24"" - LM24-B201S - HDMI - VGA - FHD - IPS - 100HZ - 4MS"
decimales;389,13;389.130;out_of_stock;c67d8f83-edcf-41b4-ad40-2486e7b09b2d;memoria-usb-adata-ac906-2-0-32;MEMORIA USB ADATA AC906 2,0 - 32GB - NEGRO
decimales;440,30;440.300;out_of_stock;bc89ff9f-7f06-4674-ac7c-19fe6de35a94;hub-4-puertos-tp-link-uh400-4;HUB DE 4 PUERTOS TP LINK UH400 - 4 PUERTOS USB 3,0 - CONEXIÃ“N USB - NEGRO
decimales;451,01;451.010;out_of_stock;78d076f8-4505-40ba-a93e-ca692f0e1900;monitor-aoc-23-8-24b2xhm-hdmi;"MONITOR AOC 23,8"" - 24B2XHM - HDMI - VGA - FHD - 75HZ - 6MS (36 MESES DE GARANTIA)"
decimales;451,01;451.010;out_of_stock;829755e2-9c0b-404b-b8c3-3c2a2cb81f2e;memoria-micro-sd-adata-256gb-c;MEMORIA MICRO SD ADATA 256GB CLASE 10
decimales;476,47;476.470;out_of_stock;0c0627f6-ffc5-4801-85c0-a914713c6be5;monitor-asus-24-va24ehey-fhd-i;"MONITOR ASUS 24"" VA24EHEY - FHD - IPS HDMI - VGA - DVI - 75HZ - 5MS - EYE CARE"
decimales;476,47;476.470;out_of_stock;922414ba-8a36-465e-88ec-0c555a279d1c;memoria-usb-sandisk-ultra-shif;MEMORIA USB SANDISK ULTRA SHIFT 3,0 - 64GB - NEGRA
decimales;487,90;487.900;out_of_stock;691159cc-57a1-4aef-901e-5bde549d5616;parlante-logitech-z407-bluetoo;PARLANTE LOGITECH Z407 - BLUETOOTH - MICRO USB - SUBWOOFER 40W (1 SUBWOOFER X 20W / 2 SATELITE X 10W) - CONTROL INALAMBRICO -
decimales;494,12;494.120;out_of_stock;58e9be9e-80c5-4b09-8b33-a3cbbf329f04;monitor-hp-24-v24i-g5-fhd-hdmi;"MONITOR HP 24"" V24I G5 - FHD - HDMI - VGA - DISPLAY PORT- IPS - 75HZ - 5MS - SIN BISEL - NEGRO"
